"timestep","walk-area","date","rain","temp","Ep","Qt","qt","qo","qs","qv","Smean"
1,"GH","2013-01-01",0e+00,4.68e+00,3.53e-04,4.192e+04,1.8e-03,0e+00,1.8e-03,0e+00,2.665e-02
2,"GH","2013-01-02",2.76e-03,8.06e+00,4.38e-04,3.106e+04,1.333e-03,0e+00,1.333e-03,0e+00,2.799e-02
3,"GH","2013-01-03",1.27e-03,1.03e+01,5.06e-04,2.509e+04,1.077e-03,9.6e-06,1.068e-03,7.472e-04,2.831e-02
4,"GH","2013-01-04",4.13e-04,8.95e+00,4.69e-04,2.357e+04,1.012e-03,0e+00,1.012e-03,0e+00,2.932e-02
5,"GH","2013-01-05",0e+00,8.67e+00,4.64e-04,1.991e+04,8.551e-04,0e+00,8.551e-04,0e+00,3.018e-02
6,"GH","2013-01-06",5.4e-04,8.2e+00,4.54e-04,1.727e+04,7.415e-04,0e+00,7.415e-04,0e+00,3.092e-02
7,"GH","2013-01-07",2.89e-03,8.49e+00,4.66e-04,1.558e+04,6.689e-04,1.359e-05,6.553e-04,1.947e-03,2.963e-02
8,"GH","2013-01-08",4.55e-03,9.52e+00,5.01e-04,2.002e+04,8.595e-04,4.677e-05,8.128e-04,4.045e-03,2.639e-02
9,"GH","2013-01-09",0e+00,4.98e+00,3.81e-04,3.244e+04,1.393e-03,0e+00,1.393e-03,0e+00,2.779e-02
10,"GH","2013-01-10",0e+00,1.07e+00,3.02e-04,2.572e+04,1.104e-03,0e+00,1.104e-03,0e+00,2.889e-02
11,"GH","2013-01-11",1.77e-03,2.45e+00,3.32e-04,2.156e+04,9.259e-04,7.17e-06,9.187e-04,5.903e-04,2.922e-02
12,"GH","2013-01-12",1.16e-03,2.1e+00,3.28e-04,2.044e+04,8.777e-04,7.989e-06,8.698e-04,8.205e-04,2.927e-02
13,"GH","2013-01-13",1.97e-03,-3.62e-01,2.84e-04,2.051e+04,8.807e-04,1.801e-05,8.626e-04,1.625e-03,2.851e-02
14,"GH","2013-01-14",4.15e-03,2.52e+00,3.43e-04,2.389e+04,1.026e-03,4.635e-05,9.796e-04,3.822e-03,2.566e-02
15,"GH","2013-01-15",0e+00,6.57e-01,3.09e-04,3.664e+04,1.573e-03,0e+00,1.573e-03,0e+00,2.724e-02
16,"GH","2013-01-16",0e+00,-2.24e+00,2.61e-04,2.819e+04,1.21e-03,0e+00,1.21e-03,0e+00,2.845e-02
17,"GH","2013-01-17",2.91e-03,2.59e-01,3.08e-04,2.363e+04,1.015e-03,2.546e-05,9.892e-04,1.982e-03,2.745e-02
18,"GH","2013-01-18",1.18e-02,-9.09e-01,2.9e-04,3.516e+04,1.51e-03,3.426e-04,1.167e-03,1.111e-02,1.751e-02
19,"GH","2013-01-19",0e+00,-1.01e+00,2.91e-04,1.426e+05,6.124e-03,0e+00,6.124e-03,0e+00,2.363e-02
20,"GH","2013-01-20",1.63e-03,-5.92e-01,3.03e-04,5.195e+04,2.231e-03,2.383e-05,2.207e-03,1.025e-03,2.481e-02
21,"GH","2013-01-21",8.86e-04,-3.17e-01,3.11e-04,4.252e+04,1.826e-03,1.33e-05,1.812e-03,5.719e-04,2.605e-02
22,"GH","2013-01-22",0e+00,-1.18e+00,2.99e-04,3.432e+04,1.474e-03,0e+00,1.474e-03,0e+00,2.753e-02
23,"GH","2013-01-23",0e+00,-4.5e-01,3.17e-04,2.685e+04,1.153e-03,0e+00,1.153e-03,0e+00,2.868e-02
24,"GH","2013-01-24",0e+00,-1.38e+00,3.02e-04,2.216e+04,9.513e-04,0e+00,9.513e-04,0e+00,2.963e-02
25,"GH","2013-01-25",2.98e-02,-3.98e-01,3.26e-04,9.916e+04,4.258e-03,3.446e-03,8.118e-04,2.514e-02,5.307e-03
26,"GH","2013-01-26",2.48e-03,5.34e+00,4.71e-04,1.107e+06,4.753e-02,7.33e-04,4.679e-02,1.431e-03,5.067e-02
27,"GH","2013-01-27",5.11e-03,6.57e+00,5.15e-04,6.064e+02,2.604e-05,1.668e-06,2.437e-05,4.639e-03,4.605e-02
28,"GH","2013-01-28",6.69e-03,5.84e+00,4.98e-04,1.36e+03,5.839e-05,5.804e-06,5.258e-05,6.174e-03,3.993e-02
29,"GH","2013-01-29",1.15e-02,9.35e+00,6.27e-04,4.47e+03,1.919e-04,4.608e-05,1.459e-04,1.1e-02,2.907e-02
30,"GH","2013-01-30",5.29e-03,7.1e+00,5.53e-04,2.207e+04,9.474e-04,5.656e-05,8.909e-04,4.605e-03,2.536e-02
31,"GH","2013-01-31",4.92e-03,6.89e+00,5.53e-04,4.057e+04,1.742e-03,8.763e-05,1.654e-03,4.284e-03,2.273e-02
32,"GH","2013-02-01",5.79e-04,5.75e+00,5.22e-04,5.974e+04,2.565e-03,6.06e-07,2.564e-03,2.606e-05,2.527e-02
33,"GH","2013-02-02",0e+00,2.84e+00,4.42e-04,3.912e+04,1.68e-03,0e+00,1.68e-03,0e+00,2.695e-02
34,"GH","2013-02-03",3.78e-03,6.69e+00,5.69e-04,3.052e+04,1.31e-03,4.067e-05,1.27e-03,2.782e-03,2.544e-02
35,"GH","2013-02-04",2.54e-03,6.61e+00,5.74e-04,3.895e+04,1.673e-03,3.89e-05,1.634e-03,1.933e-03,2.514e-02
36,"GH","2013-02-05",5.39e-03,2.86e+00,4.61e-04,4.262e+04,1.83e-03,1.128e-04,1.717e-03,4.705e-03,2.215e-02
37,"GH","2013-02-06",1.58e-03,4.27e+00,5.1e-04,6.638e+04,2.85e-03,2.431e-05,2.826e-03,1.099e-03,2.388e-02
38,"GH","2013-02-07",2.79e-03,2.78e+00,4.71e-04,5.056e+04,2.171e-03,5.183e-05,2.119e-03,2.229e-03,2.377e-02
39,"GH","2013-02-08",2.24e-03,3.62e+00,5.03e-04,5.121e+04,2.199e-03,4.039e-05,2.158e-03,1.737e-03,2.419e-02
40,"GH","2013-02-09",8.15e-03,4.6e+00,5.42e-04,5.289e+04,2.271e-03,2.59e-04,2.012e-03,7.391e-03,1.881e-02
41,"GH","2013-02-10",1.64e-02,3.8e+00,5.23e-04,1.735e+05,7.448e-03,2.517e-03,4.931e-03,1.34e-02,1.034e-02
42,"GH","2013-02-11",8.28e-04,1.59e+00,4.63e-04,4.719e+05,2.026e-02,3.951e-05,2.022e-02,2.683e-04,3.03e-02
43,"GH","2013-02-12",0e+00,1.33e+00,4.62e-04,1.693e+04,7.269e-04,0e+00,7.269e-04,0e+00,3.102e-02
44,"GH","2013-02-13",1.33e-02,2.09e+00,4.9e-04,2.054e+04,8.82e-04,2.381e-04,6.439e-04,1.218e-02,1.949e-02
45,"GH","2013-02-14",8.86e-03,7.24e+00,6.84e-04,1.172e+05,5.033e-03,6.314e-04,4.401e-03,7.758e-03,1.613e-02
46,"GH","2013-02-15",4.34e-04,5.82e+00,6.35e-04,1.794e+05,7.701e-03,0e+00,7.701e-03,0e+00,2.383e-02
47,"GH","2013-02-16",0e+00,5.05e+00,6.14e-04,4.969e+04,2.134e-03,0e+00,2.134e-03,0e+00,2.597e-02
48,"GH","2013-02-17",0e+00,5.3e+00,6.32e-04,3.482e+04,1.495e-03,0e+00,1.495e-03,0e+00,2.746e-02
49,"GH","2013-02-18",0e+00,3.39e+00,5.69e-04,2.714e+04,1.165e-03,0e+00,1.165e-03,0e+00,2.863e-02
50,"GH","2013-02-19",0e+00,2.69e+00,5.53e-04,2.235e+04,9.597e-04,0e+00,9.597e-04,0e+00,2.959e-02
51,"GH","2013-02-20",0e+00,1.89e+00,5.33e-04,1.905e+04,8.178e-04,0e+00,8.178e-04,0e+00,3.041e-02
52,"GH","2013-02-21",0e+00,1.01e-01,4.84e-04,1.662e+04,7.136e-04,0e+00,7.136e-04,0e+00,3.112e-02
53,"GH","2013-02-22",0e+00,1.8e-01,4.93e-04,1.476e+04,6.336e-04,0e+00,6.336e-04,0e+00,3.175e-02
54,"GH","2013-02-23",5.04e-04,6.57e-01,5.15e-04,1.328e+04,5.701e-04,0e+00,5.701e-04,0e+00,3.232e-02
55,"GH","2013-02-24",5.7e-04,1.32e+00,5.43e-04,1.207e+04,5.184e-04,0e+00,5.184e-04,0e+00,3.284e-02
56,"GH","2013-02-25",2.11e-04,3.04e+00,6.13e-04,1.107e+04,4.755e-04,0e+00,4.755e-04,0e+00,3.332e-02
57,"GH","2013-02-26",0e+00,4.04e+00,6.61e-04,1.023e+04,4.393e-04,0e+00,4.393e-04,0e+00,3.376e-02
58,"GH","2013-02-27",0e+00,3.17e+00,6.35e-04,9.509e+03,4.083e-04,0e+00,4.083e-04,0e+00,3.416e-02
59,"GH","2013-02-28",0e+00,3.84e+00,6.7e-04,8.883e+03,3.814e-04,0e+00,3.814e-04,0e+00,3.455e-02
60,"GH","2013-03-01",0e+00,4.96e+00,7.28e-04,8.336e+03,3.579e-04,0e+00,3.579e-04,0e+00,3.49e-02
61,"GH","2013-03-02",0e+00,4.72e+00,7.27e-04,7.853e+03,3.372e-04,0e+00,3.372e-04,0e+00,3.524e-02
62,"GH","2013-03-03",0e+00,4.52e+00,7.28e-04,7.424e+03,3.188e-04,0e+00,3.188e-04,0e+00,3.556e-02
63,"GH","2013-03-04",0e+00,3.69e+00,7e-04,7.04e+03,3.023e-04,0e+00,3.023e-04,0e+00,3.586e-02
64,"GH","2013-03-05",0e+00,4.84e+00,7.62e-04,6.694e+03,2.874e-04,0e+00,2.874e-04,0e+00,3.615e-02
65,"GH","2013-03-06",5.72e-04,6.95e+00,8.8e-04,6.381e+03,2.74e-04,0e+00,2.74e-04,0e+00,3.642e-02
66,"GH","2013-03-07",6.65e-03,7.48e+00,9.21e-04,6.096e+03,2.617e-04,0e+00,2.617e-04,0e+00,3.669e-02
67,"GH","2013-03-08",5.07e-03,8.1e+00,9.7e-04,5.949e+03,2.554e-04,4.853e-06,2.506e-04,1.322e-03,3.561e-02
68,"GH","2013-03-09",1.37e-03,4.9e+00,8.05e-04,7.013e+03,3.011e-04,1.541e-06,2.996e-04,4.004e-04,3.551e-02
69,"GH","2013-03-10",2.44e-03,1.85e+00,6.75e-04,7.241e+03,3.109e-04,6.252e-06,3.046e-04,1.625e-03,3.419e-02
70,"GH","2013-03-11",1.71e-04,-7.42e-01,5.82e-04,8.841e+03,3.796e-04,0e+00,3.796e-04,0e+00,3.457e-02
71,"GH","2013-03-12",6.78e-04,9.17e-01,6.53e-04,8.299e+03,3.563e-04,0e+00,3.563e-04,0e+00,3.493e-02
72,"GH","2013-03-13",1.82e-04,2.55e+00,7.32e-04,7.821e+03,3.358e-04,0e+00,3.358e-04,0e+00,3.526e-02
73,"GH","2013-03-14",6.82e-04,2.68e+00,7.48e-04,7.395e+03,3.175e-04,0e+00,3.175e-04,0e+00,3.558e-02
74,"GH","2013-03-15",6.4e-03,5.5e+00,9.02e-04,7.549e+03,3.241e-04,2.296e-05,3.011e-04,4.743e-03,3.114e-02
75,"GH","2013-03-16",8.18e-03,5.13e+00,8.92e-04,1.662e+04,7.135e-04,8.205e-05,6.314e-04,7.198e-03,2.457e-02
76,"GH","2013-03-17",1.45e-03,3.09e+00,7.95e-04,4.423e+04,1.899e-03,1.263e-05,1.886e-03,5.431e-04,2.592e-02
77,"GH","2013-03-18",6.55e-04,2.8e+00,7.91e-04,3.512e+04,1.508e-03,0e+00,1.508e-03,0e+00,2.742e-02
78,"GH","2013-03-19",4.17e-03,3.41e+00,8.32e-04,2.836e+04,1.218e-03,4.478e-05,1.173e-03,3.202e-03,2.54e-02
79,"GH","2013-03-20",1.13e-03,3.37e+00,8.39e-04,3.84e+04,1.649e-03,3.745e-06,1.645e-03,2.915e-04,2.675e-02
80,"GH","2013-03-21",3.5e-03,3.03e+00,8.32e-04,3.149e+04,1.352e-03,3.934e-05,1.313e-03,2.623e-03,2.544e-02
81,"GH","2013-03-22",1.77e-02,2.21e+00,8e-04,6.493e+04,2.788e-03,1.155e-03,1.633e-03,1.572e-02,1.135e-02
82,"GH","2013-03-23",8.67e-03,1.1e+00,7.56e-04,4.391e+05,1.885e-02,1.761e-03,1.709e-02,6.116e-03,2.233e-02
83,"GH","2013-03-24",1.58e-04,1.39e-01,7.21e-04,6.389e+04,2.743e-03,0e+00,2.743e-03,0e+00,2.507e-02
84,"GH","2013-03-25",0e+00,5.65e-01,7.49e-04,4.045e+04,1.737e-03,0e+00,1.737e-03,0e+00,2.681e-02
85,"GH","2013-03-26",3.91e-04,2.46e-01,7.43e-04,3.028e+04,1.3e-03,0e+00,1.3e-03,0e+00,2.811e-02
86,"GH","2013-03-27",9.28e-04,6.59e-01,7.71e-04,2.438e+04,1.047e-03,0e+00,1.047e-03,0e+00,2.915e-02
87,"GH","2013-03-28",2.87e-04,7.37e-01,7.84e-04,2.048e+04,8.793e-04,0e+00,8.793e-04,0e+00,3.003e-02
88,"GH","2013-03-29",0e+00,5.39e-01,7.83e-04,1.769e+04,7.594e-04,0e+00,7.594e-04,0e+00,3.079e-02
89,"GH","2013-03-30",0e+00,9.96e-01,8.15e-04,1.558e+04,6.691e-04,0e+00,6.691e-04,0e+00,3.146e-02
90,"GH","2013-03-31",0e+00,5.11e-01,7.99e-04,1.394e+04,5.985e-04,0e+00,5.985e-04,0e+00,3.206e-02
91,"GH","2013-04-01",0e+00,1.24e+00,8.47e-04,1.262e+04,5.417e-04,0e+00,5.417e-04,0e+00,3.26e-02
92,"GH","2013-04-02",0e+00,1.84e+00,8.89e-04,1.153e+04,4.949e-04,0e+00,4.949e-04,0e+00,3.31e-02
93,"GH","2013-04-03",0e+00,2.63e+00,9.44e-04,1.061e+04,4.557e-04,0e+00,4.557e-04,0e+00,3.355e-02
94,"GH","2013-04-04",0e+00,3.05e+00,9.79e-04,9.838e+03,4.224e-04,0e+00,4.224e-04,0e+00,3.397e-02
95,"GH","2013-04-05",0e+00,3.94e+00,1.05e-03,9.169e+03,3.937e-04,0e+00,3.937e-04,0e+00,3.437e-02
96,"GH","2013-04-06",0e+00,4.21e+00,1.08e-03,8.587e+03,3.687e-04,0e+00,3.687e-04,0e+00,3.474e-02
97,"GH","2013-04-07",0e+00,4.79e+00,1.13e-03,8.075e+03,3.467e-04,0e+00,3.467e-04,0e+00,3.508e-02
98,"GH","2013-04-08",0e+00,4.85e+00,1.14e-03,7.622e+03,3.272e-04,0e+00,3.272e-04,0e+00,3.541e-02
99,"GH","2013-04-09",2.7e-04,5.32e+00,1.19e-03,7.217e+03,3.099e-04,0e+00,3.099e-04,0e+00,3.572e-02
100,"GH","2013-04-10",6.56e-04,6.13e+00,1.26e-03,6.854e+03,2.943e-04,0e+00,2.943e-04,0e+00,3.602e-02
101,"GH","2013-04-11",7.96e-03,7.06e+00,1.35e-03,6.526e+03,2.802e-04,0e+00,2.802e-04,0e+00,3.63e-02
102,"GH","2013-04-12",5.63e-03,7.86e+00,1.44e-03,6.243e+03,2.681e-04,6.448e-07,2.674e-04,1.676e-04,3.64e-02
103,"GH","2013-04-13",2.3e-03,8.61e+00,1.52e-03,6.203e+03,2.663e-04,3.324e-06,2.63e-04,8.638e-04,3.579e-02
104,"GH","2013-04-14",1.67e-03,1.25e+01,1.96e-03,6.784e+03,2.913e-04,5.788e-07,2.907e-04,1.504e-04,3.593e-02
105,"GH","2013-04-15",2.21e-04,1.22e+01,1.94e-03,6.614e+03,2.84e-04,0e+00,2.84e-04,0e+00,3.622e-02
106,"GH","2013-04-16",1.05e-03,1.12e+01,1.85e-03,6.308e+03,2.709e-04,0e+00,2.709e-04,0e+00,3.649e-02
107,"GH","2013-04-17",8.13e-04,1.12e+01,1.87e-03,6.03e+03,2.589e-04,0e+00,2.589e-04,0e+00,3.675e-02
108,"GH","2013-04-18",1.42e-03,9.5e+00,1.69e-03,5.775e+03,2.48e-04,0e+00,2.48e-04,0e+00,3.7e-02
109,"GH","2013-04-19",2.16e-04,8.3e+00,1.59e-03,5.541e+03,2.379e-04,0e+00,2.379e-04,0e+00,3.723e-02
110,"GH","2013-04-20",0e+00,8.8e+00,1.65e-03,5.326e+03,2.287e-04,0e+00,2.287e-04,0e+00,3.746e-02
111,"GH","2013-04-21",1.96e-03,7.59e+00,1.55e-03,5.127e+03,2.201e-04,0e+00,2.201e-04,0e+00,3.768e-02
112,"GH","2013-04-22",3.28e-04,9.09e+00,1.71e-03,4.942e+03,2.122e-04,0e+00,2.122e-04,0e+00,3.79e-02
113,"GH","2013-04-23",0e+00,1.14e+01,2e-03,4.77e+03,2.048e-04,0e+00,2.048e-04,0e+00,3.81e-02
114,"GH","2013-04-24",1.74e-03,1.15e+01,2.02e-03,4.61e+03,1.979e-04,0e+00,1.979e-04,0e+00,3.83e-02
115,"GH","2013-04-25",1.38e-03,1.03e+01,1.9e-03,4.461e+03,1.915e-04,0e+00,1.915e-04,0e+00,3.849e-02
116,"GH","2013-04-26",9.83e-04,6.9e+00,1.55e-03,4.32e+03,1.855e-04,0e+00,1.855e-04,0e+00,3.868e-02
117,"GH","2013-04-27",7.88e-04,6.65e+00,1.54e-03,4.189e+03,1.799e-04,0e+00,1.799e-04,0e+00,3.885e-02
118,"GH","2013-04-28",1.37e-03,7.63e+00,1.65e-03,4.065e+03,1.745e-04,0e+00,1.745e-04,0e+00,3.903e-02
119,"GH","2013-04-29",2.91e-04,8.14e+00,1.72e-03,3.949e+03,1.695e-04,0e+00,1.695e-04,0e+00,3.92e-02
120,"GH","2013-04-30",0e+00,8.99e+00,1.83e-03,3.839e+03,1.648e-04,0e+00,1.648e-04,0e+00,3.936e-02
121,"GH","2013-05-01",0e+00,9.1e+00,1.86e-03,3.735e+03,1.604e-04,0e+00,1.604e-04,0e+00,3.952e-02
122,"GH","2013-05-02",0e+00,1.04e+01,2.03e-03,3.636e+03,1.561e-04,0e+00,1.561e-04,0e+00,3.968e-02
123,"GH","2013-05-03",3.16e-04,1.06e+01,2.08e-03,3.543e+03,1.521e-04,0e+00,1.521e-04,0e+00,3.983e-02
124,"GH","2013-05-04",2.54e-03,1.1e+01,2.15e-03,3.454e+03,1.483e-04,0e+00,1.483e-04,0e+00,3.998e-02
125,"GH","2013-05-05",2.19e-04,1.2e+01,2.3e-03,3.37e+03,1.447e-04,0e+00,1.447e-04,0e+00,4.013e-02
126,"GH","2013-05-06",0e+00,1.23e+01,2.37e-03,3.289e+03,1.412e-04,0e+00,1.412e-04,0e+00,4.027e-02
127,"GH","2013-05-07",0e+00,1.56e+01,2.92e-03,3.213e+03,1.38e-04,0e+00,1.38e-04,0e+00,4.04e-02
128,"GH","2013-05-08",2.48e-03,1.3e+01,2.51e-03,3.14e+03,1.348e-04,0e+00,1.348e-04,0e+00,4.054e-02
129,"GH","2013-05-09",5.41e-03,9.57e+00,2.04e-03,3.07e+03,1.318e-04,0e+00,1.318e-04,0e+00,4.067e-02
130,"GH","2013-05-10",2.05e-03,1.07e+01,2.2e-03,3.003e+03,1.29e-04,0e+00,1.29e-04,0e+00,4.08e-02
131,"GH","2013-05-11",3.17e-03,8.36e+00,1.92e-03,2.94e+03,1.262e-04,0e+00,1.262e-04,0e+00,4.093e-02
132,"GH","2013-05-12",7.12e-03,9.25e+00,2.05e-03,2.878e+03,1.236e-04,0e+00,1.236e-04,0e+00,4.105e-02
133,"GH","2013-05-13",1.57e-03,8.08e+00,1.92e-03,2.82e+03,1.211e-04,0e+00,1.211e-04,0e+00,4.117e-02
134,"GH","2013-05-14",7.48e-03,7.95e+00,1.92e-03,2.775e+03,1.192e-04,5.115e-07,1.186e-04,4.587e-04,4.083e-02
135,"GH","2013-05-15",6.56e-03,8.35e+00,1.98e-03,3.135e+03,1.346e-04,9.046e-06,1.256e-04,4.631e-03,3.633e-02
136,"GH","2013-05-16",3.22e-03,8.56e+00,2.02e-03,6.308e+03,2.708e-04,4.775e-06,2.661e-04,1.241e-03,3.535e-02
137,"GH","2013-05-17",1.46e-04,1e+01,2.22e-03,7.29e+03,3.13e-04,0e+00,3.13e-04,0e+00,3.566e-02
138,"GH","2013-05-18",1.35e-04,1.1e+01,2.38e-03,6.919e+03,2.971e-04,0e+00,2.971e-04,0e+00,3.596e-02
139,"GH","2013-05-19",0e+00,1.23e+01,2.59e-03,6.585e+03,2.827e-04,0e+00,2.827e-04,0e+00,3.624e-02
140,"GH","2013-05-20",1.22e-04,1.36e+01,2.83e-03,6.282e+03,2.697e-04,0e+00,2.697e-04,0e+00,3.651e-02
141,"GH","2013-05-21",1.55e-03,1.3e+01,2.74e-03,6.006e+03,2.579e-04,0e+00,2.579e-04,0e+00,3.677e-02
142,"GH","2013-05-22",2.17e-04,1.08e+01,2.41e-03,5.753e+03,2.47e-04,0e+00,2.47e-04,0e+00,3.702e-02
143,"GH","2013-05-23",3.05e-03,7.32e+00,1.95e-03,5.521e+03,2.371e-04,0e+00,2.371e-04,0e+00,3.726e-02
144,"GH","2013-05-24",1.83e-03,8.67e+00,2.13e-03,5.307e+03,2.279e-04,0e+00,2.279e-04,0e+00,3.748e-02
145,"GH","2013-05-25",0e+00,1.03e+01,2.37e-03,5.109e+03,2.194e-04,0e+00,2.194e-04,0e+00,3.77e-02
146,"GH","2013-05-26",0e+00,1.14e+01,2.56e-03,4.926e+03,2.115e-04,0e+00,2.115e-04,0e+00,3.791e-02
147,"GH","2013-05-27",5.1e-03,9.67e+00,2.31e-03,4.755e+03,2.042e-04,0e+00,2.042e-04,0e+00,3.812e-02
148,"GH","2013-05-28",1.38e-02,9.63e+00,2.31e-03,4.779e+03,2.052e-04,7.848e-06,1.974e-04,2.834e-03,3.548e-02
149,"GH","2013-05-29",2.91e-03,1.29e+01,2.83e-03,7.186e+03,3.085e-04,2.315e-06,3.062e-04,6.018e-04,3.519e-02
150,"GH","2013-05-30",8.53e-04,1.4e+01,3.06e-03,7.492e+03,3.217e-04,0e+00,3.217e-04,0e+00,3.551e-02
151,"GH","2013-05-31",0e+00,1.38e+01,3.03e-03,7.101e+03,3.049e-04,0e+00,3.049e-04,0e+00,3.581e-02
152,"GH","2013-06-01",0e+00,1.15e+01,2.65e-03,6.749e+03,2.898e-04,0e+00,2.898e-04,0e+00,3.61e-02
153,"GH","2013-06-02",0e+00,1.18e+01,2.7e-03,6.431e+03,2.761e-04,0e+00,2.761e-04,0e+00,3.638e-02
154,"GH","2013-06-03",0e+00,1.43e+01,3.17e-03,6.142e+03,2.637e-04,0e+00,2.637e-04,0e+00,3.664e-02
155,"GH","2013-06-04",0e+00,1.47e+01,3.26e-03,5.878e+03,2.524e-04,0e+00,2.524e-04,0e+00,3.69e-02
156,"GH","2013-06-05",0e+00,1.43e+01,3.19e-03,5.636e+03,2.42e-04,0e+00,2.42e-04,0e+00,3.714e-02
157,"GH","2013-06-06",0e+00,1.49e+01,3.31e-03,5.413e+03,2.324e-04,0e+00,2.324e-04,0e+00,3.737e-02
158,"GH","2013-06-07",0e+00,1.55e+01,3.46e-03,5.207e+03,2.236e-04,0e+00,2.236e-04,0e+00,3.759e-02
159,"GH","2013-06-08",0e+00,1.47e+01,3.3e-03,5.017e+03,2.154e-04,0e+00,2.154e-04,0e+00,3.781e-02
160,"GH","2013-06-09",0e+00,1.44e+01,3.25e-03,4.84e+03,2.078e-04,0e+00,2.078e-04,0e+00,3.802e-02
161,"GH","2013-06-10",0e+00,1.44e+01,3.25e-03,4.675e+03,2.007e-04,0e+00,2.007e-04,0e+00,3.822e-02
162,"GH","2013-06-11",8.85e-04,1.42e+01,3.22e-03,4.521e+03,1.941e-04,0e+00,1.941e-04,0e+00,3.841e-02
163,"GH","2013-06-12",2.81e-03,1.51e+01,3.41e-03,4.377e+03,1.879e-04,0e+00,1.879e-04,0e+00,3.86e-02
164,"GH","2013-06-13",3.67e-03,1.31e+01,3.01e-03,4.242e+03,1.822e-04,0e+00,1.822e-04,0e+00,3.878e-02
165,"GH","2013-06-14",3.71e-03,1.3e+01,3.01e-03,4.115e+03,1.767e-04,0e+00,1.767e-04,0e+00,3.896e-02
166,"GH","2013-06-15",4.06e-03,1.22e+01,2.85e-03,3.996e+03,1.716e-04,0e+00,1.716e-04,0e+00,3.913e-02
167,"GH","2013-06-16",2.49e-03,1.37e+01,3.14e-03,3.883e+03,1.667e-04,0e+00,1.667e-04,0e+00,3.93e-02
168,"GH","2013-06-17",1.02e-04,1.56e+01,3.54e-03,3.777e+03,1.622e-04,0e+00,1.622e-04,0e+00,3.946e-02
169,"GH","2013-06-18",2.02e-04,1.64e+01,3.72e-03,3.676e+03,1.578e-04,0e+00,1.578e-04,0e+00,3.962e-02
170,"GH","2013-06-19",0e+00,1.66e+01,3.76e-03,3.581e+03,1.537e-04,0e+00,1.537e-04,0e+00,3.977e-02
171,"GH","2013-06-20",5.7e-03,1.57e+01,3.56e-03,3.49e+03,1.499e-04,0e+00,1.499e-04,0e+00,3.992e-02
172,"GH","2013-06-21",1.52e-03,1.61e+01,3.65e-03,3.404e+03,1.462e-04,0e+00,1.462e-04,0e+00,4.007e-02
173,"GH","2013-06-22",2.18e-03,1.37e+01,3.15e-03,3.322e+03,1.426e-04,0e+00,1.426e-04,0e+00,4.021e-02
174,"GH","2013-06-23",2.58e-03,1.26e+01,2.93e-03,3.244e+03,1.393e-04,0e+00,1.393e-04,0e+00,4.035e-02
175,"GH","2013-06-24",1.5e-04,1.24e+01,2.9e-03,3.17e+03,1.361e-04,0e+00,1.361e-04,0e+00,4.048e-02
176,"GH","2013-06-25",1.97e-04,1.37e+01,3.14e-03,3.099e+03,1.33e-04,0e+00,1.33e-04,0e+00,4.062e-02
177,"GH","2013-06-26",1.26e-04,1.4e+01,3.2e-03,3.031e+03,1.301e-04,0e+00,1.301e-04,0e+00,4.075e-02
178,"GH","2013-06-27",6.63e-03,1.3e+01,2.99e-03,2.966e+03,1.273e-04,0e+00,1.273e-04,0e+00,4.087e-02
179,"GH","2013-06-28",1.85e-03,1.5e+01,3.38e-03,2.903e+03,1.247e-04,0e+00,1.247e-04,0e+00,4.1e-02
180,"GH","2013-06-29",0e+00,1.48e+01,3.35e-03,2.844e+03,1.221e-04,0e+00,1.221e-04,0e+00,4.112e-02
181,"GH","2013-06-30",1.49e-04,1.6e+01,3.59e-03,2.786e+03,1.196e-04,0e+00,1.196e-04,0e+00,4.124e-02
182,"GH","2013-07-01",6.43e-04,1.32e+01,3.01e-03,2.731e+03,1.173e-04,0e+00,1.173e-04,0e+00,4.136e-02
183,"GH","2013-07-02",5.37e-03,1.31e+01,2.99e-03,2.678e+03,1.15e-04,0e+00,1.15e-04,0e+00,4.147e-02
