"timestep","walk-area","date","rain","temp","Ep","Qt","qt","qo","qs","qv","Smean"
547,"GH","2014-07-01",0e+00,1.67e+01,3.72e-03,4.346e+03,1.866e-04,0e+00,1.866e-04,0e+00,3.864e-02
548,"GH","2014-07-02",0e+00,1.76e+01,3.93e-03,4.213e+03,1.809e-04,0e+00,1.809e-04,0e+00,3.882e-02
549,"GH","2014-07-03",4.1e-04,1.74e+01,3.89e-03,4.088e+03,1.755e-04,0e+00,1.755e-04,0e+00,3.9e-02
550,"GH","2014-07-04",9.16e-03,1.65e+01,3.65e-03,3.97e+03,1.704e-04,0e+00,1.704e-04,0e+00,3.917e-02
551,"GH","2014-07-05",3.86e-03,1.61e+01,3.56e-03,3.859e+03,1.657e-04,0e+00,1.657e-04,0e+00,3.933e-02
552,"GH","2014-07-06",5.28e-04,1.5e+01,3.32e-03,3.754e+03,1.612e-04,0e+00,1.612e-04,0e+00,3.949e-02
553,"GH","2014-07-07",2.6e-03,1.44e+01,3.19e-03,3.654e+03,1.569e-04,0e+00,1.569e-04,0e+00,3.965e-02
554,"GH","2014-07-08",3.74e-03,1.44e+01,3.18e-03,3.56e+03,1.528e-04,0e+00,1.528e-04,0e+00,3.98e-02
555,"GH","2014-07-09",2.36e-04,1.59e+01,3.47e-03,3.47e+03,1.49e-04,0e+00,1.49e-04,0e+00,3.995e-02
556,"GH","2014-07-10",0e+00,1.72e+01,3.73e-03,3.385e+03,1.453e-04,0e+00,1.453e-04,0e+00,4.01e-02
557,"GH","2014-07-11",0e+00,1.8e+01,3.91e-03,3.304e+03,1.419e-04,0e+00,1.419e-04,0e+00,4.024e-02
558,"GH","2014-07-12",9.12e-04,1.83e+01,3.95e-03,3.227e+03,1.386e-04,0e+00,1.386e-04,0e+00,4.038e-02
559,"GH","2014-07-13",1.5e-03,1.64e+01,3.51e-03,3.153e+03,1.354e-04,0e+00,1.354e-04,0e+00,4.051e-02
560,"GH","2014-07-14",7.21e-04,1.66e+01,3.53e-03,3.083e+03,1.324e-04,0e+00,1.324e-04,0e+00,4.065e-02
561,"GH","2014-07-15",1.36e-04,1.7e+01,3.6e-03,3.016e+03,1.295e-04,0e+00,1.295e-04,0e+00,4.078e-02
562,"GH","2014-07-16",5.55e-04,1.74e+01,3.68e-03,2.951e+03,1.267e-04,0e+00,1.267e-04,0e+00,4.09e-02
563,"GH","2014-07-17",0e+00,1.97e+01,4.21e-03,2.89e+03,1.241e-04,0e+00,1.241e-04,0e+00,4.103e-02
564,"GH","2014-07-18",5.22e-04,2.18e+01,4.78e-03,2.83e+03,1.215e-04,0e+00,1.215e-04,0e+00,4.115e-02
565,"GH","2014-07-19",1.4e-02,1.88e+01,3.95e-03,2.774e+03,1.191e-04,0e+00,1.191e-04,0e+00,4.127e-02
566,"GH","2014-07-20",2.93e-04,1.82e+01,3.77e-03,2.719e+03,1.168e-04,0e+00,1.168e-04,0e+00,4.138e-02
567,"GH","2014-07-21",0e+00,1.86e+01,3.84e-03,2.667e+03,1.145e-04,0e+00,1.145e-04,0e+00,4.15e-02
568,"GH","2014-07-22",0e+00,2.04e+01,4.28e-03,2.616e+03,1.123e-04,0e+00,1.123e-04,0e+00,4.161e-02
569,"GH","2014-07-23",0e+00,2.1e+01,4.4e-03,2.568e+03,1.103e-04,0e+00,1.103e-04,0e+00,4.172e-02
570,"GH","2014-07-24",0e+00,2.14e+01,4.49e-03,2.521e+03,1.082e-04,0e+00,1.082e-04,0e+00,4.183e-02
571,"GH","2014-07-25",0e+00,2.12e+01,4.41e-03,2.476e+03,1.063e-04,0e+00,1.063e-04,0e+00,4.194e-02
572,"GH","2014-07-26",4.02e-04,2.08e+01,4.28e-03,2.432e+03,1.044e-04,0e+00,1.044e-04,0e+00,4.204e-02
573,"GH","2014-07-27",1.06e-04,1.74e+01,3.42e-03,2.391e+03,1.026e-04,0e+00,1.026e-04,0e+00,4.214e-02
574,"GH","2014-07-28",2.61e-03,1.74e+01,3.4e-03,2.35e+03,1.009e-04,0e+00,1.009e-04,0e+00,4.224e-02
575,"GH","2014-07-29",1.42e-04,1.7e+01,3.29e-03,2.311e+03,9.922e-05,0e+00,9.922e-05,0e+00,4.234e-02
576,"GH","2014-07-30",0e+00,1.72e+01,3.32e-03,2.273e+03,9.759e-05,0e+00,9.759e-05,0e+00,4.244e-02
577,"GH","2014-07-31",8.25e-04,1.76e+01,3.37e-03,2.236e+03,9.602e-05,0e+00,9.602e-05,0e+00,4.254e-02
578,"GH","2014-08-01",1.08e-02,1.7e+01,3.23e-03,2.201e+03,9.449e-05,0e+00,9.449e-05,0e+00,4.263e-02
579,"GH","2014-08-02",7.69e-03,1.66e+01,3.13e-03,2.166e+03,9.301e-05,0e+00,9.301e-05,0e+00,4.272e-02
580,"GH","2014-08-03",4.11e-04,1.7e+01,3.17e-03,2.133e+03,9.158e-05,0e+00,9.158e-05,0e+00,4.282e-02
581,"GH","2014-08-04",0e+00,1.72e+01,3.19e-03,2.101e+03,9.02e-05,0e+00,9.02e-05,0e+00,4.291e-02
582,"GH","2014-08-05",8.89e-03,1.71e+01,3.15e-03,2.069e+03,8.885e-05,0e+00,8.885e-05,0e+00,4.3e-02
583,"GH","2014-08-06",8.98e-03,1.89e+01,3.48e-03,2.039e+03,8.754e-05,0e+00,8.754e-05,0e+00,4.308e-02
584,"GH","2014-08-07",0e+00,1.74e+01,3.15e-03,2.009e+03,8.628e-05,0e+00,8.628e-05,0e+00,4.317e-02
585,"GH","2014-08-08",7.93e-04,1.75e+01,3.14e-03,1.981e+03,8.504e-05,0e+00,8.504e-05,0e+00,4.325e-02
586,"GH","2014-08-09",2.91e-03,1.68e+01,2.98e-03,1.953e+03,8.385e-05,0e+00,8.385e-05,0e+00,4.334e-02
587,"GH","2014-08-10",1.78e-02,1.48e+01,2.62e-03,2.183e+03,9.372e-05,1.104e-05,8.268e-05,7.011e-03,3.641e-02
588,"GH","2014-08-11",1.77e-03,1.54e+01,2.69e-03,6.111e+03,2.624e-04,0e+00,2.624e-04,0e+00,3.667e-02
589,"GH","2014-08-12",1.13e-03,1.48e+01,2.57e-03,5.849e+03,2.511e-04,0e+00,2.511e-04,0e+00,3.692e-02
590,"GH","2014-08-13",3.02e-03,1.5e+01,2.58e-03,5.609e+03,2.408e-04,0e+00,2.408e-04,0e+00,3.716e-02
591,"GH","2014-08-14",3.75e-03,1.46e+01,2.49e-03,5.389e+03,2.314e-04,0e+00,2.314e-04,0e+00,3.74e-02
592,"GH","2014-08-15",3.45e-03,1.49e+01,2.51e-03,5.209e+03,2.237e-04,1.057e-06,2.226e-04,5.02e-04,3.712e-02
593,"GH","2014-08-16",1.24e-04,1.55e+01,2.58e-03,5.432e+03,2.332e-04,0e+00,2.332e-04,0e+00,3.735e-02
594,"GH","2014-08-17",1.67e-03,1.47e+01,2.44e-03,5.225e+03,2.243e-04,0e+00,2.243e-04,0e+00,3.757e-02
595,"GH","2014-08-18",8.13e-04,1.39e+01,2.3e-03,5.033e+03,2.161e-04,0e+00,2.161e-04,0e+00,3.779e-02
596,"GH","2014-08-19",2.46e-03,1.25e+01,2.09e-03,4.855e+03,2.085e-04,0e+00,2.085e-04,0e+00,3.8e-02
597,"GH","2014-08-20",6.8e-04,1.28e+01,2.1e-03,4.689e+03,2.013e-04,0e+00,2.013e-04,0e+00,3.82e-02
598,"GH","2014-08-21",2.33e-03,1.32e+01,2.14e-03,4.535e+03,1.947e-04,0e+00,1.947e-04,0e+00,3.839e-02
599,"GH","2014-08-22",1.96e-03,1.33e+01,2.13e-03,4.39e+03,1.885e-04,0e+00,1.885e-04,0e+00,3.858e-02
600,"GH","2014-08-23",1.93e-03,1.27e+01,2.03e-03,4.254e+03,1.827e-04,0e+00,1.827e-04,0e+00,3.877e-02
601,"GH","2014-08-24",2.07e-03,1.37e+01,2.14e-03,4.126e+03,1.772e-04,0e+00,1.772e-04,0e+00,3.894e-02
602,"GH","2014-08-25",1.71e-02,1.44e+01,2.21e-03,5.157e+03,2.214e-04,4.942e-05,1.72e-04,1.065e-02,2.847e-02
603,"GH","2014-08-26",2.56e-03,1.61e+01,2.43e-03,2.307e+04,9.905e-04,4.424e-06,9.861e-04,3.443e-04,2.911e-02
604,"GH","2014-08-27",3.47e-04,1.55e+01,2.32e-03,2.064e+04,8.861e-04,0e+00,8.861e-04,0e+00,2.999e-02
605,"GH","2014-08-28",1.35e-03,1.77e+01,2.63e-03,1.78e+04,7.644e-04,0e+00,7.644e-04,0e+00,3.076e-02
606,"GH","2014-08-29",2.61e-03,1.62e+01,2.37e-03,1.567e+04,6.73e-04,0e+00,6.73e-04,0e+00,3.143e-02
607,"GH","2014-08-30",1.44e-03,1.6e+01,2.32e-03,1.401e+04,6.016e-04,0e+00,6.016e-04,0e+00,3.203e-02
608,"GH","2014-08-31",4.14e-04,1.58e+01,2.27e-03,1.267e+04,5.442e-04,0e+00,5.442e-04,0e+00,3.258e-02
609,"GH","2014-09-01",2.23e-03,1.52e+01,2.16e-03,1.158e+04,4.97e-04,0e+00,4.97e-04,0e+00,3.307e-02
610,"GH","2014-09-02",0e+00,1.52e+01,2.14e-03,1.066e+04,4.575e-04,0e+00,4.575e-04,0e+00,3.353e-02
611,"GH","2014-09-03",0e+00,1.7e+01,2.37e-03,9.873e+03,4.239e-04,0e+00,4.239e-04,0e+00,3.395e-02
612,"GH","2014-09-04",0e+00,1.7e+01,2.34e-03,9.199e+03,3.95e-04,0e+00,3.95e-04,0e+00,3.435e-02
613,"GH","2014-09-05",2.28e-04,1.62e+01,2.21e-03,8.613e+03,3.698e-04,0e+00,3.698e-04,0e+00,3.472e-02
614,"GH","2014-09-06",1.82e-03,1.49e+01,2.01e-03,8.098e+03,3.477e-04,0e+00,3.477e-04,0e+00,3.507e-02
615,"GH","2014-09-07",0e+00,1.3e+01,1.77e-03,7.642e+03,3.281e-04,0e+00,3.281e-04,0e+00,3.54e-02
616,"GH","2014-09-08",0e+00,1.27e+01,1.71e-03,7.236e+03,3.107e-04,0e+00,3.107e-04,0e+00,3.571e-02
617,"GH","2014-09-09",0e+00,1.35e+01,1.78e-03,6.871e+03,2.95e-04,0e+00,2.95e-04,0e+00,3.6e-02
618,"GH","2014-09-10",0e+00,1.52e+01,1.96e-03,6.541e+03,2.808e-04,0e+00,2.808e-04,0e+00,3.628e-02
619,"GH","2014-09-11",0e+00,1.53e+01,1.94e-03,6.242e+03,2.68e-04,0e+00,2.68e-04,0e+00,3.655e-02
620,"GH","2014-09-12",0e+00,1.47e+01,1.86e-03,5.969e+03,2.563e-04,0e+00,2.563e-04,0e+00,3.681e-02
621,"GH","2014-09-13",0e+00,1.57e+01,1.94e-03,5.72e+03,2.456e-04,0e+00,2.456e-04,0e+00,3.705e-02
622,"GH","2014-09-14",0e+00,1.42e+01,1.75e-03,5.49e+03,2.357e-04,0e+00,2.357e-04,0e+00,3.729e-02
623,"GH","2014-09-15",8.46e-04,1.45e+01,1.77e-03,5.279e+03,2.266e-04,0e+00,2.266e-04,0e+00,3.751e-02
624,"GH","2014-09-16",8.39e-04,1.56e+01,1.86e-03,5.083e+03,2.182e-04,0e+00,2.182e-04,0e+00,3.773e-02
625,"GH","2014-09-17",1.67e-04,1.58e+01,1.87e-03,4.901e+03,2.104e-04,0e+00,2.104e-04,0e+00,3.794e-02
626,"GH","2014-09-18",0e+00,1.73e+01,2.03e-03,4.732e+03,2.032e-04,0e+00,2.032e-04,0e+00,3.815e-02
627,"GH","2014-09-19",3.55e-03,1.68e+01,1.94e-03,4.575e+03,1.964e-04,0e+00,1.964e-04,0e+00,3.834e-02
628,"GH","2014-09-20",4.93e-04,1.57e+01,1.8e-03,4.428e+03,1.901e-04,0e+00,1.901e-04,0e+00,3.853e-02
629,"GH","2014-09-21",0e+00,1.36e+01,1.55e-03,4.289e+03,1.842e-04,0e+00,1.842e-04,0e+00,3.872e-02
630,"GH","2014-09-22",0e+00,1.27e+01,1.45e-03,4.16e+03,1.786e-04,0e+00,1.786e-04,0e+00,3.89e-02
631,"GH","2014-09-23",5.03e-03,1.28e+01,1.44e-03,4.038e+03,1.734e-04,0e+00,1.734e-04,0e+00,3.907e-02
632,"GH","2014-09-24",2.27e-03,1.26e+01,1.4e-03,3.923e+03,1.684e-04,0e+00,1.684e-04,0e+00,3.924e-02
633,"GH","2014-09-25",4.31e-04,1.4e+01,1.52e-03,3.814e+03,1.638e-04,0e+00,1.638e-04,0e+00,3.94e-02
634,"GH","2014-09-26",4.16e-04,1.5e+01,1.59e-03,3.711e+03,1.594e-04,0e+00,1.594e-04,0e+00,3.956e-02
635,"GH","2014-09-27",0e+00,1.34e+01,1.43e-03,3.614e+03,1.552e-04,0e+00,1.552e-04,0e+00,3.972e-02
636,"GH","2014-09-28",0e+00,1.57e+01,1.62e-03,3.522e+03,1.512e-04,0e+00,1.512e-04,0e+00,3.987e-02
637,"GH","2014-09-29",9.16e-04,1.47e+01,1.5e-03,3.434e+03,1.475e-04,0e+00,1.475e-04,0e+00,4.001e-02
638,"GH","2014-09-30",0e+00,1.55e+01,1.56e-03,3.351e+03,1.439e-04,0e+00,1.439e-04,0e+00,4.016e-02
639,"GH","2014-10-01",1.66e-03,1.46e+01,1.45e-03,3.272e+03,1.405e-04,0e+00,1.405e-04,0e+00,4.03e-02
640,"GH","2014-10-02",0e+00,1.26e+01,1.28e-03,3.196e+03,1.372e-04,0e+00,1.372e-04,0e+00,4.044e-02
641,"GH","2014-10-03",5.85e-04,1.55e+01,1.5e-03,3.124e+03,1.341e-04,0e+00,1.341e-04,0e+00,4.057e-02
642,"GH","2014-10-04",1.98e-02,1.18e+01,1.18e-03,3.055e+03,1.312e-04,0e+00,1.312e-04,0e+00,4.07e-02
643,"GH","2014-10-05",0e+00,1.1e+01,1.1e-03,2.988e+03,1.283e-04,0e+00,1.283e-04,0e+00,4.083e-02
644,"GH","2014-10-06",1.51e-02,1.07e+01,1.08e-03,4.06e+03,1.743e-04,4.872e-05,1.256e-04,1.223e-02,2.872e-02
645,"GH","2014-10-07",1.46e-03,8.19e+00,9.06e-04,2.212e+04,9.497e-04,4.94e-06,9.448e-04,3.845e-04,2.928e-02
646,"GH","2014-10-08",4.43e-03,1.06e+01,1.04e-03,2.102e+04,9.024e-04,4.185e-05,8.605e-04,3.488e-03,2.666e-02
647,"GH","2014-10-09",5.1e-03,1.14e+01,1.07e-03,3.274e+04,1.406e-03,7.234e-05,1.333e-03,3.994e-03,2.399e-02
648,"GH","2014-10-10",1.88e-03,1.13e+01,1.05e-03,4.881e+04,2.096e-03,1.827e-05,2.078e-03,7.854e-04,2.529e-02
649,"GH","2014-10-11",2.98e-03,9.78e+00,9.47e-04,3.993e+04,1.715e-03,3.962e-05,1.675e-03,1.888e-03,2.507e-02
650,"GH","2014-10-12",0e+00,8.74e+00,8.76e-04,4.042e+04,1.735e-03,0e+00,1.735e-03,0e+00,2.681e-02
651,"GH","2014-10-13",1.47e-03,1.01e+01,9.38e-04,3.027e+04,1.3e-03,0e+00,1.3e-03,0e+00,2.811e-02
652,"GH","2014-10-14",4.53e-03,1.06e+01,9.59e-04,2.524e+04,1.084e-03,3.724e-05,1.046e-03,3.228e-03,2.593e-02
653,"GH","2014-10-15",1.32e-02,1.15e+01,1e-03,4.673e+04,2.006e-03,5.011e-04,1.505e-03,1.177e-02,1.566e-02
654,"GH","2014-10-16",5.09e-03,1.28e+01,1.07e-03,2.03e+05,8.716e-03,3.847e-04,8.331e-03,3.723e-03,2.027e-02
655,"GH","2014-10-17",9.24e-03,1.47e+01,1.19e-03,1.025e+05,4.399e-03,5.34e-04,3.865e-03,7.647e-03,1.649e-02
656,"GH","2014-10-18",4.19e-03,1.64e+01,1.3e-03,1.744e+05,7.486e-03,2.267e-04,7.26e-03,2.8e-03,2.095e-02
657,"GH","2014-10-19",1.64e-03,1.45e+01,1.14e-03,8.074e+04,3.467e-03,1.415e-05,3.453e-03,3.291e-04,2.407e-02
658,"GH","2014-10-20",1.37e-03,1.21e+01,9.65e-04,4.79e+04,2.057e-03,5.377e-06,2.051e-03,2.312e-04,2.589e-02
659,"GH","2014-10-21",5.6e-03,1.02e+01,8.49e-04,3.747e+04,1.609e-03,9.435e-05,1.515e-03,4.55e-03,2.286e-02
660,"GH","2014-10-22",0e+00,1.02e+01,8.34e-04,5.85e+04,2.512e-03,0e+00,2.512e-03,0e+00,2.537e-02
661,"GH","2014-10-23",1.05e-03,1.31e+01,9.87e-04,3.849e+04,1.653e-03,0e+00,1.653e-03,0e+00,2.702e-02
662,"GH","2014-10-24",1.6e-03,1.22e+01,9.19e-04,2.923e+04,1.255e-03,1.008e-07,1.255e-03,7.844e-06,2.827e-02
663,"GH","2014-10-25",1.67e-04,1.15e+01,8.68e-04,2.374e+04,1.019e-03,0e+00,1.019e-03,0e+00,2.929e-02
664,"GH","2014-10-26",0e+00,1.34e+01,9.62e-04,2.003e+04,8.601e-04,0e+00,8.601e-04,0e+00,3.015e-02
665,"GH","2014-10-27",0e+00,1.51e+01,1.08e-03,1.736e+04,7.452e-04,0e+00,7.452e-04,0e+00,3.089e-02
666,"GH","2014-10-28",7.38e-03,1.5e+01,1.06e-03,1.615e+04,6.936e-04,3.543e-05,6.582e-04,3.804e-03,2.775e-02
667,"GH","2014-10-29",3.34e-03,8.85e+00,7.15e-04,2.657e+04,1.141e-03,2.897e-05,1.112e-03,2.255e-03,2.66e-02
668,"GH","2014-10-30",1.02e-03,1.43e+01,9.92e-04,3.142e+04,1.349e-03,3.912e-06,1.345e-03,3.044e-04,2.764e-02
669,"GH","2014-10-31",4.45e-04,1.7e+01,1.15e-03,2.634e+04,1.131e-03,0e+00,1.131e-03,0e+00,2.877e-02
670,"GH","2014-11-01",6.12e-03,1.32e+01,9.01e-04,2.312e+04,9.927e-04,5.605e-05,9.367e-04,4.376e-03,2.533e-02
671,"GH","2014-11-02",5.64e-03,1.13e+01,7.89e-04,4.112e+04,1.765e-03,1.036e-04,1.662e-03,4.636e-03,2.236e-02
672,"GH","2014-11-03",4.03e-03,8.23e+00,6.43e-04,6.605e+04,2.836e-03,1.075e-04,2.728e-03,3.14e-03,2.195e-02
673,"GH","2014-11-04",1.2e-03,6.12e+00,5.56e-04,6.835e+04,2.935e-03,1.28e-05,2.922e-03,5.506e-04,2.432e-02
674,"GH","2014-11-05",0e+00,6.62e+00,5.66e-04,4.584e+04,1.968e-03,0e+00,1.968e-03,0e+00,2.629e-02
675,"GH","2014-11-06",1.81e-03,7.69e+00,5.97e-04,3.323e+04,1.427e-03,8.888e-06,1.418e-03,6.917e-04,2.701e-02
676,"GH","2014-11-07",1.85e-02,9.94e+00,6.77e-04,5.373e+04,2.307e-03,1.051e-03,1.256e-03,1.684e-02,1.143e-02
677,"GH","2014-11-08",6.78e-03,8.79e+00,6.22e-04,4.196e+05,1.802e-02,1.144e-03,1.687e-02,4.962e-03,2.334e-02
678,"GH","2014-11-09",5.85e-04,7.42e+00,5.64e-04,5.397e+04,2.317e-03,0e+00,2.317e-03,0e+00,2.566e-02
679,"GH","2014-11-10",5.93e-03,8.48e+00,5.94e-04,3.944e+04,1.693e-03,1.183e-04,1.575e-03,5.213e-03,2.202e-02
680,"GH","2014-11-11",8.45e-03,1.02e+01,6.54e-04,7.644e+04,3.282e-03,3.944e-04,2.888e-03,7.488e-03,1.742e-02
681,"GH","2014-11-12",1.8e-03,9.89e+00,6.32e-04,1.466e+05,6.295e-03,7.785e-05,6.217e-03,1.077e-03,2.256e-02
682,"GH","2014-11-13",4.34e-03,1.01e+01,6.31e-04,6.433e+04,2.762e-03,1.228e-04,2.639e-03,3.594e-03,2.16e-02
683,"GH","2014-11-14",7.67e-03,1.07e+01,6.47e-04,8.034e+04,3.45e-03,3.55e-04,3.095e-03,6.701e-03,1.8e-02
684,"GH","2014-11-15",0e+00,8.12e+00,5.45e-04,1.315e+05,5.645e-03,0e+00,5.645e-03,0e+00,2.364e-02
685,"GH","2014-11-16",2.03e-04,7.91e+00,5.32e-04,5.131e+04,2.203e-03,0e+00,2.203e-03,0e+00,2.585e-02
686,"GH","2014-11-17",5.89e-03,8.52e+00,5.45e-04,3.762e+04,1.615e-03,8.924e-05,1.526e-03,4.307e-03,2.306e-02
687,"GH","2014-11-18",0e+00,8.46e+00,5.37e-04,5.65e+04,2.426e-03,0e+00,2.426e-03,0e+00,2.549e-02
688,"GH","2014-11-19",0e+00,8.57e+00,5.34e-04,3.771e+04,1.619e-03,0e+00,1.619e-03,0e+00,2.711e-02
689,"GH","2014-11-20",0e+00,7.72e+00,5.01e-04,2.879e+04,1.236e-03,0e+00,1.236e-03,0e+00,2.835e-02
690,"GH","2014-11-21",1.06e-02,6.89e+00,4.7e-04,2.737e+04,1.175e-03,1.691e-04,1.006e-03,8.359e-03,2.099e-02
691,"GH","2014-11-22",2.2e-03,1.07e+01,5.89e-04,8.147e+04,3.498e-03,7.155e-05,3.426e-03,1.664e-03,2.276e-02
692,"GH","2014-11-23",4.54e-03,6.89e+00,4.6e-04,6.248e+04,2.683e-03,1.285e-04,2.554e-03,3.827e-03,2.148e-02
693,"GH","2014-11-24",0e+00,4.99e+00,4.04e-04,7.354e+04,3.158e-03,0e+00,3.158e-03,0e+00,2.464e-02
694,"GH","2014-11-25",4.05e-03,2.75e+00,3.48e-04,4.514e+04,1.938e-03,7.278e-05,1.866e-03,3.13e-03,2.338e-02
695,"GH","2014-11-26",4.57e-03,6.49e+00,4.35e-04,5.659e+04,2.43e-03,1.268e-04,2.303e-03,4.098e-03,2.158e-02
696,"GH","2014-11-27",0e+00,6.43e+00,4.29e-04,7.235e+04,3.106e-03,0e+00,3.106e-03,0e+00,2.469e-02
697,"GH","2014-11-28",2e-04,9.03e+00,4.99e-04,4.311e+04,1.851e-03,0e+00,1.851e-03,0e+00,2.654e-02
698,"GH","2014-11-29",6.58e-04,9.05e+00,4.95e-04,3.167e+04,1.36e-03,0e+00,1.36e-03,0e+00,2.79e-02
699,"GH","2014-11-30",0e+00,9.24e+00,4.96e-04,2.525e+04,1.084e-03,0e+00,1.084e-03,0e+00,2.898e-02
700,"GH","2014-12-01",1.09e-03,7.47e+00,4.41e-04,2.107e+04,9.048e-04,0e+00,9.048e-04,0e+00,2.989e-02
701,"GH","2014-12-02",1.03e-03,5.92e+00,3.97e-04,1.816e+04,7.797e-04,1.532e-06,7.781e-04,2.195e-04,3.045e-02
702,"GH","2014-12-03",0e+00,3.26e+00,3.34e-04,1.651e+04,7.09e-04,0e+00,7.09e-04,0e+00,3.115e-02
703,"GH","2014-12-04",0e+00,3.26e+00,3.32e-04,1.467e+04,6.3e-04,0e+00,6.3e-04,0e+00,3.178e-02
704,"GH","2014-12-05",1.17e-03,4.51e+00,3.56e-04,1.323e+04,5.68e-04,8.227e-07,5.672e-04,1.179e-04,3.223e-02
705,"GH","2014-12-06",4.24e-04,4.97e+00,3.64e-04,1.227e+04,5.267e-04,4.727e-07,5.262e-04,6.773e-05,3.269e-02
706,"GH","2014-12-07",3.3e-03,6.45e+00,3.96e-04,1.183e+04,5.078e-04,2.026e-05,4.875e-04,2.916e-03,3.026e-02
707,"GH","2014-12-08",2.5e-04,3.96e+00,3.38e-04,1.702e+04,7.307e-04,0e+00,7.307e-04,0e+00,3.099e-02
708,"GH","2014-12-09",5.32e-03,6.3e+00,3.88e-04,1.617e+04,6.945e-04,4.752e-05,6.469e-04,4.797e-03,2.684e-02
709,"GH","2014-12-10",3.13e-04,5.52e+00,3.68e-04,3.009e+04,1.292e-03,0e+00,1.292e-03,0e+00,2.814e-02
710,"GH","2014-12-11",8.5e-03,4.89e+00,3.52e-04,2.79e+04,1.198e-03,1.561e-04,1.042e-03,7.904e-03,2.127e-02
711,"GH","2014-12-12",1.81e-02,4.19e+00,3.36e-04,1.318e+05,5.661e-03,2.392e-03,3.269e-03,1.536e-02,9.187e-03
712,"GH","2014-12-13",0e+00,3.63e+00,3.23e-04,5.708e+05,2.451e-02,0e+00,2.451e-02,0e+00,3.37e-02
713,"GH","2014-12-14",4.84e-03,6.66e+00,3.89e-04,1.02e+04,4.378e-04,2.542e-05,4.123e-04,4.156e-03,2.995e-02
714,"GH","2014-12-15",0e+00,4.89e+00,3.47e-04,1.792e+04,7.695e-04,0e+00,7.695e-04,0e+00,3.072e-02
715,"GH","2014-12-16",1.03e-02,5.38e+00,3.58e-04,1.903e+04,8.17e-04,1.402e-04,6.769e-04,9.394e-03,2.201e-02
716,"GH","2014-12-17",8.4e-03,1.02e+01,4.81e-04,7.692e+04,3.303e-03,4.088e-04,2.894e-03,7.657e-03,1.724e-02
717,"GH","2014-12-18",7.55e-03,1.12e+01,5.1e-04,1.647e+05,7.071e-03,6.698e-04,6.402e-03,6.43e-03,1.721e-02
718,"GH","2014-12-19",2.24e-04,6.58e+00,3.84e-04,1.498e+05,6.432e-03,0e+00,6.432e-03,0e+00,2.365e-02
719,"GH","2014-12-20",0e+00,6.51e+00,3.82e-04,5.128e+04,2.202e-03,0e+00,2.202e-03,0e+00,2.585e-02
720,"GH","2014-12-21",6.31e-04,8.79e+00,4.4e-04,3.553e+04,1.525e-03,0e+00,1.525e-03,0e+00,2.737e-02
721,"GH","2014-12-22",2.38e-03,1.09e+01,5.02e-04,2.801e+04,1.203e-03,1.95e-05,1.183e-03,1.518e-03,2.704e-02
722,"GH","2014-12-23",8.52e-03,1.03e+01,4.85e-04,3.351e+04,1.439e-03,1.88e-04,1.251e-03,7.843e-03,2.045e-02
723,"GH","2014-12-24",6.6e-04,6.57e+00,3.85e-04,8.757e+04,3.76e-03,7.228e-06,3.753e-03,1.68e-04,2.403e-02
724,"GH","2014-12-25",0e+00,4.97e+00,3.49e-04,4.809e+04,2.065e-03,0e+00,2.065e-03,0e+00,2.61e-02
725,"GH","2014-12-26",1.64e-02,3e+00,3.1e-04,5.435e+04,2.334e-03,8.701e-04,1.464e-03,1.48e-02,1.276e-02
726,"GH","2014-12-27",2.24e-03,2.1e+00,2.94e-04,3.206e+05,1.377e-02,2.499e-04,1.352e-02,1.698e-03,2.458e-02
727,"GH","2014-12-28",0e+00,1.45e+00,2.83e-04,4.391e+04,1.885e-03,0e+00,1.885e-03,0e+00,2.646e-02
728,"GH","2014-12-29",0e+00,1.92e+00,2.93e-04,3.207e+04,1.377e-03,0e+00,1.377e-03,0e+00,2.784e-02
729,"GH","2014-12-30",0e+00,3.2e+00,3.19e-04,2.549e+04,1.095e-03,0e+00,1.095e-03,0e+00,2.893e-02
730,"GH","2014-12-31",8.58e-05,6.2e+00,3.86e-04,2.124e+04,9.121e-04,0e+00,9.121e-04,0e+00,2.985e-02
